 53 2070.499992 1.278E-26 2.046E+01.08030.087 2092.12160.76-.002018              2              1                    R  0      475663 510 5 5 1 8     3.0    1.0
 51 2071.154689 1.033E-27 5.231E+01.06510.071 4316.68240.74-.002148              3              2                    P  5      475663 510 5 5 1 8     9.0   11.0
 53 2072.638079 3.983E-30 4.370E+01.05950.065 4288.48450.75-.001720              3              2                    R  8      475663 510 5 5 1 8    19.0   17.0
 51 2072.987893 1.734E-23 3.304E+01.05770.063 2394.62790.75-.002699              2              1                    P 11      475663 510 5 5 1 8    21.0   23.0
 52 2073.194046 2.205E-29 4.352E+01.06060.066 4267.89590.75-.001704              3              2                    R  7      475663 510 5 5 1 8    34.0   30.0
 51 2073.264607 8.750E-20 1.628E+01.05310.057  587.72090.69-.003350              1              0                    P 17      475663 510 5 5 1 1    33.0   35.0
 53 2073.489253 6.396E-22 1.714E+01.06510.071   54.92440.74-.002148              1              0                    P  5      475663 510 5 5 1 8     9.0   11.0
 52 2073.525317 3.881E-21 1.686E+01.06320.069   77.18500.74-.002298              1              0                    P  6      475663 510 5 5 1 8    22.0   26.0
 53 2074.064212 2.516E-26 2.469E+01.07570.081 2095.75100.75-.001922              2              1                    R  1      475663 510 5 5 1 8     5.0    3.0
 52 2074.362719 7.076E-26 2.062E+01.08030.087 2096.06690.76-.002018              2              1                    R  0      475663 510 5 5 1 8     6.0    2.0
 51 2075.068247 9.071E-28 5.412E+01.06770.074 4297.81020.74-.001961              3              2                    P  4      475663 510 5 5 1 8     7.0    9.0
 53 2075.903716 3.788E-30 4.415E+01.05860.064 4320.84040.75-.001746              3              2                    R  9      475663 510 5 5 1 8    21.0   19.0
 52 2076.505297 2.160E-29 4.403E+01.05950.065 4296.76860.75-.001720              3              2                    R  8      475663 510 5 5 1 8    38.0   34.0
 51 2077.139876 1.936E-23 3.340E+01.05860.064 2352.74990.75-.002651              2              1                    P 10      475663 510 5 5 1 8    19.0   21.0
 53 2077.279980 5.604E-22 1.773E+01.06770.074   36.61740.74-.001961              1              0                    P  4      475663 510 5 5 1 8     7.0    9.0
 52 2077.362810 3.607E-21 1.727E+01.06510.071   55.13410.74-.002148              1              0                    P  5      475663 510 5 5 1 8    18.0   22.0
 53 2077.595639 3.649E-26 2.659E+01.07120.077 2103.00970.74-.001841              2              1                    R  2      475663 510 5 5 1 8     7.0    5.0
 51 2077.649758 1.133E-19 1.641E+01.05380.058  522.47510.70-.003290              1              0                    P 16      475663 510 5 5 1 1    31.0   33.0
 52 2077.940360 1.393E-25 2.487E+01.07570.081 2099.71010.75-.001922              2              1                    R  1      475663 510 5 5 1 8    10.0    6.0
 51 2078.947391 7.335E-28 5.714E+01.07120.077 4282.71160.74-.001726              3              2                    P  3      475663 510 5 5 1 8     5.0    7.0
 53 2079.135496 3.504E-30 4.456E+01.05770.063 4356.78720.75-.001781              3              2                    R 10      475663 510 5 5 1 8    23.0   21.0
 52 2079.782628 2.053E-29 4.448E+01.05860.064 4329.24690.75-.001746              3              2                    R  9      475663 510 5 5 1 8    42.0   38.0
 53 2081.038710 4.522E-22 1.872E+01.07120.077   21.97100.74-.001726              1              0                    P  3      475663 510 5 5 1 8     5.0    7.0
 53 2081.094138 4.624E-26 2.771E+01.06770.074 2113.89740.74-.001780              2              1                    R  3      475663 510 5 5 1 8     9.0    7.0
 52 2081.168256 3.161E-21 1.787E+01.06770.074   36.75720.74-.001961              1              0                    P  4      475663 510 5 5 1 8    14.0   18.0
 51 2081.258324 2.100E-23 3.379E+01.05950.065 2314.67390.75-.002591              2              1                    P  9      475663 510 5 5 1 8    17.0   19.0
 52 2081.485018 2.021E-25 2.678E+01.07120.077 2106.99640.74-.001841              2              1                    R  2      475663 510 5 5 1 8    14.0   10.0
 51 2082.002253 1.435E-19 1.655E+01.05450.059  461.05440.71-.003260              1              0                    P 15      475663 510 5 5 1 1    29.0   31.0
 53 2082.333287 3.160E-30 4.493E+01.05690.062 4396.32360.74-.001824              3              2                    R 11      475663 510 5 5 1 8    25.0   23.0
 51 2082.791976 5.176E-28 6.385E+01.07570.081 4271.38710.75-.001431              3              2                    P  2      475663 510 5 5 1 8     3.0    5.0
 52 2083.025905 1.898E-29 4.489E+01.05770.063 4365.32960.75-.001781              3              2                    R 10      475663 510 5 5 1 8    46.0   42.0
 53 2084.559577 5.395E-26 2.850E+01.06510.071 2128.41370.74-.001736              2              1                    R  4      475663 510 5 5 1 8    11.0    9.0
 53 2084.765310 3.186E-22 2.091E+01.07570.081   10.98570.75-.001431              1              0                    P  2      475663 510 5 5 1 8     3.0    5.0
 52 2084.941523 2.552E-21 1.886E+01.07120.077   22.05490.74-.001726              1              0                    P  3      475663 510 5 5 1 8    10.0   14.0
 52 2084.996559 2.560E-25 2.793E+01.06770.074 2117.92550.74-.001780              2              1                    R  3      475663 510 5 5 1 8    18.0   14.0
 51 2085.343090 2.210E-23 3.424E+01.06060.066 2280.40120.75-.002514              2              1                    P  8      475663 510 5 5 1 8    15.0   17.0
 53 2085.496955 2.781E-30 4.530E+01.05610.060 4439.44810.73-.001872              3              2                    R 12      475663 510 5 5 1 8    27.0   25.0
 52 2086.234994 1.710E-29 4.528E+01.05690.062 4405.01550.74-.001824              3              2                    R 11      475663 510 5 5 1 8    50.0   46.0
 51 2086.321945 1.776E-19 1.669E+01.05530.059  403.46120.72-.003350              1              0                    P 14      475663 510 5 5 1 1    27.0   29.0
 51 2086.601854 2.690E-28 9.630E+01.08030.087 4263.83720.76-.001060              3              2                    P  1      475663 510 5 5 1 8     1.0    3.0
 53 2087.991822 5.939E-26 2.909E+01.06320.069 2146.55810.74-.001710              2              1                    R  5      475663 510 5 5 1 8    13.0   11.0
 53 2088.459646 1.654E-22 3.155E+01.08030.087    3.66190.76-.001060              1              0                    P  1      475663 510 5 5 1 8     1.0    3.0
 52 2088.474849 2.986E-25 2.871E+01.06510.071 2132.49690.74-.001736              2              1                    R  4      475663 510 5 5 1 8    22.0   18.0
 53 2088.626367 2.391E-30 4.563E+01.05530.059 4486.15910.72-.001924              3              2                    R 13      475663 510 5 5 1 8    29.0   27.0
 52 2088.682476 1.798E-21 2.107E+01.07570.081   11.02760.75-.001431              1              0                    P  2      475663 510 5 5 1 8     6.0   10.0
 51 2089.394028 2.246E-23 3.477E+01.06180.068 2249.93340.75-.002418              2              1                    P  7      475663 510 5 5 1 8    13.0   15.0
